;genero;idoso;parceiro;dependentes;tempoDeServico;ServicoTelefone;MultiLinhas;ServicoInternet;ServicoSegurancaCyber;ServicoBackup;SeguroDispositivos;ServicoSuporteTecnico;StreamingTV;StreamingFilmes;Contrato;BillingDigital;MetodoPagamento;FaturaMensal;FaturaTotal;NumTickets;NumTicketsTecnico;Churn
823;Masculino;0.0;Não;Não;5.0;Sim;Não;DSL;Não;Não;Sim;Sim;Sim;Não;Mensal;Sim;;63.95;318.1;0.0;0.0;0
2046;Feminino;0.0;Não;Sim;;Não;Sem serviço de telefone;DSL;Não;Não;Não;Não;;Não;Mensal;Não;Cheque por Carta;24.7;24.7;0.0;0.0;0
3219;Feminino;0.0;Sim;Sim;24.0;Sim;Sim;Não;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;24.7;571.75;0.0;0.0;0
2494;Masculino;0.0;Não;Não;35.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cartão de Crédito (Automático);75.35;2636.05;0.0;0.0;1
1886;Masculino;0.0;Sim;Sim;67.0;Sim;Não;DSL;;Não;Sim;Sim;Não;Não;2 Anos;Sim;Transferência Bancária (Automática);60.4;3953.7;;0.0;0
4120;Masculino;0.0;Sim;Sim;18.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Sim;1 Ano;Não;Transferência Bancária (Automática);78.95;2034.25;0.0;0.0;0
5094;Feminino;0.0;Não;Não;65.0;;Sim;Fibra óptica;Sim;Sim;Não;Sim;Não;Não;1 Ano;Sim;Cheque Eletrônico;89.85;5844.65;;0.0;0
1340;Feminino;0.0;Sim;Sim;0.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Não;2 Anos;Não;Cartão de Crédito (Automático);56.05; ;0.0;0.0;0
534;Feminino;0.0;;Não;1.0;Sim;Sim;Fibra óptica;Não;;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;85.0;85;0.0;0.0;1
2527;Feminino;;Não;Não;9.0;;Sim;Fibra óptica;Não;Não;Não;Não;Não;Sim;Mensal;Sim;Cheque Eletrônico;83.3;803.3;0.0;0.0;1
1834;Masculino;1.0;Não;Não;1.0;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque Eletrônico;45.1;45.1;0.0;0.0;1
4499;Feminino;0.0;Não;;12.0;Sim;Sim;Fibra óptica;Sim;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;78.3;909.25;0.0;0.0;1
4035;Masculino;0.0;;Sim;52.0;Sim;Sim;Fibra óptica;Não;Sim;;Sim;Não;Sim;Mensal;Sim;Transferência Bancária (Automática);93.25;4631.7;0.0;0.0;0
2267;Feminino;0.0;Sim;Não;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);113.65;8124.2;0.0;0.0;0
6075;Feminino;0.0;Não;Não;10.0;Sim;Não;DSL;Não;Sim;Não;Sim;Não;Sim;1 Ano;Não;Cheque por Carta;64.9;685.55;0.0;0.0;0
2062;Feminino;0.0;Não;Não;116.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Cartão de Crédito (Automático);25.15;1683.6;0.0;0.0;0
3824;Masculino;0.0;Não;Não;4.0;Sim;Não;DSL;Não;Não;Não;;Não;Sim;Mensal;Sim;Cheque por Carta;65.0;238.5;0.0;0.0;0
2332;Feminino;0.0;Sim;Não;47.0;Sim;Não;DSL;Sim;Não;Sim;Não;Sim;Não;1 Ano;Sim;Cartão de Crédito (Automático);66.05;3021.45;0.0;0.0;0
5279;Masculino;0.0;Sim;Sim;70.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cartão de Crédito (Automático);96.0;1790.15;0.0;0.0;0
3067;Masculino;0.0;Não;Não;6.0;Sim;Não;Fibra óptica;Não;Sim;Não;Não;Não;;Mensal;Sim;Cheque Eletrônico;84.4;556.35;0.0;1.0;1
2901;Feminino;0.0;Sim;Sim;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Não;Não;Sim;Não;2 Anos;Sim;Cheque Eletrônico;95.1;;0.0;0.0;0
2929;Masculino;0.0;Não;Sim;40.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Não;Sim;Não;Não;1 Ano;Não;Cheque por Carta;40.25;1564.05;0.0;0.0;
2513;Masculino;0.0;;;52.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.2;1054.75;0.0;1.0;0
436;Masculino;0.0;;Não;36.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Transferência Bancária (Automática);20.85;720.05;0.0;0.0;0
5564;Masculino;0.0;Não;Não;;Sim;Sim;DSL;Sim;Não;Não;Não;Não;Não;2 Anos;Não;Cheque por Carta;;1924.1;0.0;0.0;0
1825;Feminino;0.0;Não;Não;32.0;Sim;Sim;DSL;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;54.2;1739.6;0.0;0.0;0
1262;Feminino;0.0;Sim;Não;12.0;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mensal;;Cheque Eletrônico;51.25;612.1;0.0;0.0;0
5511;Masculino;0.0;Sim;;70.0;Sim;Sim;DSL;Sim;Não;Não;Sim;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);76.95;5289.8;;0.0;0
4871;Masculino;0.0;Sim;Sim;58.0;Sim;Não;DSL;Não;Sim;Não;Sim;Sim;Sim;1 Ano;Sim;Cartão de Crédito (Automático);75.2;4300.8;0.0;0.0;0
2415;Feminino;1.0;Sim;Sim;40.0;Sim;Sim;Fibra óptica;;Não;Não;Não;Sim;Sim;Mensal;Sim;Cartão de Crédito (Automático);94.55;3640.45;0.0;6.0;1
2440;;0.0;Sim;Sim;32.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Mensal;Sim;Cartão de Crédito (Automático);19.45;674.55;0.0;0.0;0
5878;Masculino;0.0;Não;Não;3.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cheque por Carta;21.2;52.05;0.0;0.0;0
3545;;0.0;Não;Não;50.0;;Sim;Fibra óptica;;Não;;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;95.7;4729.75;0.0;0.0;0
3029;Masculino;0.0;Sim;Sim;23.0;;Sim;DSL;Não;Não;Não;Não;Não;Não;1 Ano;Sim;Cartão de Crédito (Automático);48.35;1067.15;0.0;0.0;1
948;Masculino;1.0;Não;Não;35.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;99.05;3395.8;;1.0;1
6182;Masculino;0.0;Sim;Sim;72.0;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);88.7;6501.35;0.0;0.0;0
4043;Masculino;1.0;Sim;Não;65.0;Não;Sem serviço de telefone;DSL;Sim;Não;Sim;Sim;Sim;Sim;2 Anos;;Cartão de Crédito (Automático);64.05;3886.85;0.0;0.0;0
3749;Masculino;1.0;Não;Não;2.0;Sim;Sim;Fibra óptica;Não;;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;93.85;196.75;5.0;0.0;1
5974;Masculino;;Sim;Sim;10.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Mensal;Sim;Cartão de Crédito (Automático);20.05;218.5;0.0;0.0;0
1478;Masculino;0.0;;Não;41.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;104.7;4346.4;0.0;4.0;1
5825;Masculino;1.0;Sim;Não;1.0;;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;70.3;70.3;0.0;0.0;1
918;Feminino;0.0;Não;Não;26.0;;Sim;Fibra óptica;Não;Não;Sim;Não;Não;;;Sim;Cheque Eletrônico;80.7;2193;0.0;0.0;0
4504;Masculino;0.0;Não;Não;37.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cartão de Crédito (Automático);20.15;;0.0;0.0;0
1829;Masculino;0.0;Não;Não;8.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;74.85;572.45;0.0;;0
2667;Feminino;0.0;Não;Não;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cartão de Crédito (Automático);115.05;8405;0.0;0.0;0
5848;Masculino;0.0;Sim;Sim;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Não;Sim;2 Anos;Não;Cartão de Crédito (Automático);103.95;7517.7;3.0;0.0;
3753;Masculino;0.0;Não;Não;1.0;Não;;DSL;Não;Não;Não;Sim;Não;Não;Mensal;Não;Cheque por Carta;29.15;29.15;;0.0;0
618;Feminino;0.0;Não;Não;57.0;;Sim;Fibra óptica;Sim;Sim;Não;Sim;Não;Não;Mensal;Sim;Transferência Bancária (Automática);87.55;4884.85;0.0;0.0;0
419;Feminino;1.0;;Não;1.0;Sim;Não;Fibra óptica;Não;Não;Sim;Não;Não;Não;Mensal;Sim;Transferência Bancária (Automática);75.3;75.3;;;1
2798;Masculino;0.0;Não;Não;10.0;Sim;Não;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;94.9;1048.85;;3.0;1
1680;Masculino;0.0;Sim;Sim;56.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Cheque por Carta;24.45;1431.65;0.0;0.0;0
922;Masculino;0.0;Sim;Não;16.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;75.4;1189.4;0.0;0.0;0
5466;Masculino;0.0;Não;Sim;;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Transferência Bancária (Automática);19.95;219.5;0.0;0.0;
1033;Feminino;0.0;Sim;Não;54.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Transferência Bancária (Automática);23.65;1416.75;0.0;0.0;0
2893;Masculino;0.0;Não;Não;22.0;Sim;Sim;DSL;Sim;Sim;Não;Não;Não;Não;;Não;Cheque Eletrônico;59.0;1254.7;0.0;2.0;1
4684;Masculino;0.0;Não;Não;69.0;Sim;Não;Fibra óptica;Não;Sim;Sim;Sim;Sim;;1 Ano;Sim;Transferência Bancária (Automática);104.05;7262;0.0;4.0;1
2382;Feminino;0.0;Não;Não;29.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Não;Sim;Não;Não;1 Ano;Não;Cartão de Crédito (Automático);39.5;1082.75;0.0;0.0;0
3323;Feminino;0.0;Não;Sim;-28.0;Sim;Não;Não;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Mensal;Não;Cheque por Carta;-125.0;535.35;0.0;0.0;0
6502;Feminino;0.0;Sim;Sim;44.0;;Não;;Sim;;Não;Sim;Não;Não;Mensal;Não;Transferência Bancária (Automática);56.25;2419.55;0.0;0.0;0
2082;Masculino;0.0;Não;Sim;21.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;24.7;467.15;0.0;0.0;0
6124;Feminino;0.0;Sim;Sim;57.0;Sim;Não;;Sim;Não;Sim;Sim;Não;Não;1 Ano;Sim;Cheque por Carta;59.3;3274.35;0.0;0.0;0
4157;Masculino;0.0;Não;Não;11.0;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mensal;;Cartão de Crédito (Automático);45.2;492;;0.0;0
1781;Masculino;1.0;Sim;Não;60.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;;1 Ano;Sim;Cheque Eletrônico;104.35;6339.45;0.0;;0
6038;Feminino;;Sim;Sim;70.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);114.2;7723.9;4.0;6.0;1
6292;Masculino;0.0;Sim;Sim;39.0;Sim;Sim;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;1 Ano;Não;Cheque Eletrônico;100.0;3835.55;4.0;0.0;0
6778;Feminino;0.0;Não;Sim;72.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Cheque por Carta;19.75;1567;0.0;0.0;0
6358;;0.0;Sim;Sim;72.0;Sim;Não;DSL;;Não;Sim;Sim;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);80.45;5886.85;0.0;0.0;0
3271;Masculino;1.0;Sim;Não;12.0;Sim;Sim;Fibra óptica;Não;Sim;Não;;Sim;Sim;Mensal;Sim;Cheque Eletrônico;101.35;1218.55;0.0;1.0;1
752;Masculino;0.0;Sim;Sim;7.0;Sim;Não;DSL;Sim;Não;Sim;Sim;Não;Sim;Mensal;Sim;Cartão de Crédito (Automático);71.35;515.75;0.0;0.0;0
3836;Feminino;0.0;Sim;Não;64.0;Sim;Sim;DSL;Não;Não;Sim;Sim;Não;Não;1 Ano;Não;Transferência Bancária (Automática);58.35;3756.45;0.0;0.0;0
5531;Masculino;0.0;Sim;Sim;68.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Não;Não;Sim;Não;1 Ano;Não;Cheque por Carta;44.8;2983.65;0.0;0.0;0
5522;Feminino;;Não;Não;1.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Sim;Cheque por Carta;70.15;70.15;1.0;0.0;1
2096;Feminino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque Eletrônico;19.3;19.3;0.0;0.0;1
1655;Feminino;0.0;Sim;Sim;3.0;Sim;Não;DSL;Não;Não;Não;;Não;Não;Mensal;Não;Cheque por Carta;44.3;134.5;0.0;0.0;1
6150;Masculino;0.0;Não;Não;32.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Não;Cheque Eletrônico;91.05;;0.0;0.0;0
6737;;;Sim;Não;63.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);109.25;6841.4;5.0;0.0;0
1582;Feminino;;Sim;Sim;56.0;Sim;Sim;DSL;Sim;Não;Não;Não;Sim;Não;1 Ano;Não;Transferência Bancária (Automática);65.2;3512.15;0.0;2.0;0
5525;Feminino;0.0;Sim;Sim;54.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Sim;Transferência Bancária (Automática);24.75;1342.15;4.0;0.0;0
421;Feminino;;;;7.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;;Sim;Transferência Bancária (Automática);69.85;515.45;0.0;0.0;0
283;Feminino;0.0;Não;Não;68.0;Sim;Sim;DSL;Sim;Não;Não;Não;Não;Não;Mensal;;Cheque por Carta;54.45;3687.75;0.0;0.0;0
5347;Masculino;0.0;Sim;Não;72.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);116.95;8594.4;0.0;0.0;0
2907;Masculino;0.0;Sim;Não;20.0;;Não;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque por Carta;89.0;1820.45;0.0;2.0;1
883;Feminino;0.0;Sim;Não;67.0;Sim;Sim;Fibra óptica;Sim;Não;Sim;Sim;Sim;Sim;1 Ano;Sim;Cheque Eletrônico;111.25;7511.65;0.0;0.0;0
3600;Masculino;1.0;Sim;Sim;51.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;84.2;4146.05;0.0;5.0;1
1323;Feminino;0.0;Sim;Não;71.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Transferência Bancária (Automática);24.65;1710.15;0.0;0.0;0
4256;Feminino;0.0;Sim;Não;70.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Transferência Bancária (Automática);26.0;2006.95;;0.0;0
6892;Feminino;0.0;Sim;Sim;48.0;Sim;Não;Fibra óptica;Sim;Não;Sim;Não;Sim;Sim;1 Ano;;Transferência Bancária (Automática);99.7;4977.2;2.0;0.0;0
247;Masculino;1.0;Não;Não;15.0;Sim;Não;;Não;Sim;Não;Não;Não;Não;Mensal;Sim;Cheque Eletrônico;74.4;1074.3;0.0;0.0;1
522;Masculino;0.0;Sim;Sim;55.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Não;Sim;Mensal;Não;Transferência Bancária (Automática);85.5;4713.4;0.0;0.0;0
4624;Masculino;0.0;Não;Não;8.0;Sim;Não;Fibra óptica;Não;Não;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;94.7;740.3;0.0;0.0;1
843;Feminino;0.0;Não;Não;13.0;Não;Sem serviço de telefone;DSL;Sim;Não;Não;Não;Não;Não;Mensal;Sim;Transferência Bancária (Automática);30.85;394.1;0.0;0.0;0
2773;Masculino;0.0;Sim;Não;24.0;Não;Sem serviço de telefone;DSL;Não;Não;Sim;Não;Não;;Mensal;Não;Cheque Eletrônico;29.1;688;0.0;0.0;0
4878;Masculino;0.0;Sim;;31.0;Sim;Sim;DSL;Não;Não;Não;Não;Sim;Não;;Sim;Cartão de Crédito (Automático);59.05;1882.8;0.0;0.0;0
1381;Masculino;0.0;Não;Não;2.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Não;Não;Mensal;Não;Cheque por Carta;70.7;129.2;0.0;0.0;0
5272;Feminino;0.0;Não;Não;6.0;Sim;Sim;Fibra óptica;Não;Sim;Não;Não;Sim;Não;;Sim;Cheque Eletrônico;90.1;;0.0;0.0;1
6148;Feminino;0.0;Não;Não;69.0;Sim;Sim;DSL;Sim;Sim;Não;Sim;Não;Não;2 Anos;Sim;Cheque por Carta;66.9;4577.9;0.0;0.0;0
263;Feminino;0.0;Não;Não;31.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Não;Sim;Não;;2 Anos;Sim;Transferência Bancária (Automática);49.85;1520.1;0.0;0.0;0
3027;Feminino;;Não;Não;8.0;Sim;;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque por Carta;20.7;137.6;0.0;0.0;0
5661;Masculino;0.0;Não;Não;114.0;Sim;Não;Não;;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cheque Eletrônico;19.85;63;0.0;0.0;0
1134;Feminino;0.0;Sim;Sim;26.0;Sim;Não;Fibra óptica;Sim;Sim;;Não;Não;Não;Mensal;Não;Cheque Eletrônico;81.95;2070.05;0.0;0.0;0
6369;Masculino;1.0;Não;Não;67.0;Sim;Não;;Sim;Sim;Não;Sim;Sim;Sim;2 Anos;Sim;Cheque Eletrônico;105.05;7171.7;0.0;0.0;0
3863;Masculino;0.0;Sim;Não;17.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;102.55;;0.0;1.0;0
4509;Feminino;0.0;Não;Não;1.0;;Não;Fibra óptica;Não;Sim;;Não;Sim;Não;Mensal;Não;Cheque Eletrônico;;;2.0;0.0;1
6922;Masculino;0.0;Não;Não;3.0;Sim;Não;Fibra óptica;Não;Sim;Não;;Não;Não;Mensal;Não;Cartão de Crédito (Automático);74.45;221.1;0.0;0.0;0
4943;Feminino;0.0;Sim;Não;71.0;Sim;Não;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);84.4;5969.3;2.0;0.0;0
4506;Masculino;1.0;Sim;Não;72.0;Sim;Sim;DSL;Não;Sim;;Sim;Sim;Não;2 Anos;Não;Cartão de Crédito (Automático);77.35;5396.25;0.0;0.0;0
6077;Feminino;0.0;;Não;62.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Não;Cheque por Carta;113.95;6891.4;0.0;;0
1483;Feminino;0.0;Sim;Sim;51.0;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Sim;1 Ano;Sim;Cartão de Crédito (Automático);69.75;3562.5;0.0;0.0;0
1084;Feminino;0.0;Sim;Sim;;Sim;;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;Não;Cartão de Crédito (Automático);19.6;1012.4;0.0;0.0;0
5798;Feminino;0.0;Não;Não;;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Não;;Sim;Cheque Eletrônico;85.2;474.8;0.0;0.0;1
4527;Feminino;0.0;Não;Não;39.0;Sim;Não;Fibra óptica;Não;Não;Sim;Sim;Não;Não;2 Anos;Sim;Cheque Eletrônico;80.45;3201.55;0.0;1.0;1
5464;Masculino;0.0;Não;Não;25.0;;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Sim;Cheque por Carta;-88.0;;0.0;0.0;0
3637;Masculino;0.0;Não;Não;9.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;;Sem serviço de internet;Mensal;Não;Cheque por Carta;59.0;178.5;;0.0;1
1649;Feminino;;Não;;27.0;Sim;Não;DSL;Não;Sim;Não;Sim;Não;Não;Mensal;Sim;Cheque por Carta;56.15;1439.35;4.0;0.0;0
6787;Masculino;0.0;Sim;Sim;35.0;Sim;Sim;Fibra óptica;Não;Sim;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletrônico;109.95;3782.4;0.0;0.0;0
5403;Feminino;0.0;Sim;Sim;54.0;Sim;;DSL;Não;Sim;Sim;Sim;Sim;Sim;;Sim;Cheque Eletrônico;86.2;4524.05;0.0;0.0;0
844;Masculino;0.0;Não;Não;1.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Sim;Mensal;Sim;Cheque Eletrônico;89.9;89.9;0.0;2.0;1
2434;Feminino;0.0;Sim;Sim;3.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;19.65;60.65;0.0;0.0;0
6582;Feminino;0.0;Não;Não;163.0;Sim;Sim;Fibra óptica;Sim;Sim;Sim;Não;Sim;Sim;2 Anos;Sim;Cartão de Crédito (Automático);106.75;7283.25;0.0;0.0;0
4324;Masculino;0.0;Não;Não;40.0;Sim;Não;DSL;Sim;Não;Sim;Não;Não;Sim;Mensal;;Cheque Eletrônico;67.45;2731;;0.0;0
3496;Masculino;0.0;Não;Não;25.0;;Não;;Sim;Não;Não;Não;Não;Não;Mensal;Não;Transferência Bancária (Automática);74.3;1952.25;2.0;0.0;0
2028;Feminino;0.0;Não;Não;15.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;2 Anos;Não;Cheque por Carta;19.6;331.6;0.0;0.0;0
385;Masculino;1.0;Sim;Não;11.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;19.95;214.75;0.0;0.0;1
5155;Feminino;0.0;Não;Não;30.0;Sim;Não;Fibra óptica;Não;Não;Não;Sim;Sim;Sim;1 Ano;Sim;Transferência Bancária (Automática);94.4;2638.1;0.0;0.0;0
3312;Masculino;0.0;Não;Não;1.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Não;Cheque por Carta;-8.0;20.3;0.0;0.0;0
2915;Feminino;;Sim;Sim;72.0;Não;Sem serviço de telefone;DSL;Sim;Sim;Sim;Sim;Sim;Sim;2 Anos;Sim;Transferência Bancária (Automática);63.8;4684.3;0.0;0.0;0
4137;Feminino;0.0;Sim;Sim;12.0;Sim;Não;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Mensal;Sim;Cartão de Crédito (Automático);20.1;232.4;0.0;0.0;0
6705;;0.0;Sim;Sim;22.0;Sim;Não;DSL;Não;Não;Não;Sim;Não;Não;Mensal;Sim;;51.1;;0.0;0.0;0
5557;Feminino;0.0;Não;Não;5.0;Sim;Não;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Não;Cheque Eletrônico;80.2;384.25;4.0;;0
49;Feminino;0.0;Sim;Sim;69.0;Sim;Sim;DSL;Sim;Não;Sim;Sim;Não;Não;2 Anos;Sim;Cartão de Crédito (Automático);64.15;4254.1;0.0;0.0;0
3102;Feminino;;Não;Não;5.0;Sim;Não;DSL;Sim;Não;Não;Sim;Não;Não;Mensal;Não;Cheque Eletrônico;54.2;308.25;0.0;0.0;1
1905;Feminino;0.0;Não;Não;41.0;Sim;Sim;Não;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;Sem serviço de internet;1 Ano;;Cheque por Carta;24.85;962.25;0.0;0.0;0
543;Masculino;0.0;Não;Não;10.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Não;Mensal;Sim;Transferência Bancária (Automática);86.05;834.1;0.0;0.0;1
277;Masculino;1.0;Sim;Não;21.0;Sim;Não;;Sim;Sim;Não;Não;Não;Sim;Mensal;Sim;Transferência Bancária (Automática);64.95;1339.8;0.0;0.0;0
735;Masculino;0.0;Sim;Sim;32.0;Não;Sem serviço de telefone;DSL;Não;Não;Sim;Não;Sim;Sim;Mensal;Não;Cartão de Crédito (Automático);50.6;1653.45;0.0;0.0;0
5775;Masculino;0.0;Sim;Sim;58.0;Sim;Sim;Fibra óptica;Não;Não;Não;Não;Sim;Não;2 Anos;Não;Transferência Bancária (Automática);82.5;4828.05;;0.0;0
